32 32
    0     0   -0.00011    0.00020
    0     1    0.00104   -0.00134
    0     2    0.00217   -0.00487
    0     3    0.00281   -0.00971
    0     4    0.00291   -0.01495
    0     5    0.00260   -0.01983
    0     6    0.00205   -0.02386
    0     7    0.00141   -0.02680
    0     8    0.00079   -0.02861
    0     9    0.00022   -0.02938
    0    10   -0.00026   -0.02923
    0    11   -0.00065   -0.02833
    0    12   -0.00094   -0.02682
    0    13   -0.00115   -0.02487
    0    14   -0.00129   -0.02261
    0    15   -0.00137   -0.02016
    0    16   -0.00139   -0.01762
    0    17   -0.00137   -0.01508
    0    18   -0.00130   -0.01262
    0    19   -0.00121   -0.01030
    0    20   -0.00109   -0.00817
    0    21   -0.00096   -0.00626
    0    22   -0.00082   -0.00460
    0    23   -0.00067   -0.00319
    0    24   -0.00053   -0.00204
    0    25   -0.00039   -0.00115
    0    26   -0.00026   -0.00049
    0    27   -0.00014   -0.00006
    0    28   -0.00004    0.00018
    0    29    0.00004    0.00025
    0    30    0.00009    0.00020
    0    31    0.00008    0.00008
    1     0    0.00134   -0.00093
    1     1    0.00507   -0.00535
    1     2    0.00837   -0.01291
    1     3    0.01008   -0.02220
    1     4    0.01012   -0.03170
    1     5    0.00891   -0.04024
    1     6    0.00697   -0.04709
    1     7    0.00476   -0.05196
    1     8    0.00258   -0.05485
    1     9    0.00062   -0.05590
    1    10   -0.00106   -0.05537
    1    11   -0.00241   -0.05352
    1    12   -0.00345   -0.05065
    1    13   -0.00421   -0.04701
    1    14   -0.00472   -0.04282
    1    15   -0.00499   -0.03831
    1    16   -0.00508   -0.03364
    1    17   -0.00499   -0.02898
    1    18   -0.00478   -0.02446
    1    19   -0.00445   -0.02019
    1    20   -0.00404   -0.01625
    1    21   -0.00357   -0.01270
    1    22   -0.00307   -0.00958
    1    23   -0.00256   -0.00692
    1    24   -0.00204   -0.00473
    1    25   -0.00155   -0.00298
    1    26   -0.00109   -0.00167
    1    27   -0.00067   -0.00075
    1    28   -0.00031   -0.00017
    1    29   -0.00002    0.00010
    1    30    0.00016    0.00016
    1    31    0.00020    0.00009
    2     0    0.00524   -0.00263
    2     1    0.01302   -0.01108
    2     2    0.01902   -0.02359
    2     3    0.02161   -0.03762
    2     4    0.02094   -0.05103
    2     5    0.01798   -0.06243
    2     6    0.01378   -0.07115
    2     7    0.00917   -0.07700
    2     8    0.00472   -0.08014
    2     9    0.00074   -0.08086
    2    10   -0.00263   -0.07953
    2    11   -0.00536   -0.07654
    2    12   -0.00746   -0.07224
    2    13   -0.00898   -0.06697
    2    14   -0.00999   -0.06103
    2    15   -0.01055   -0.05468
    2    16   -0.01071   -0.04817
    2    17   -0.01054   -0.04168
    2    18   -0.01010   -0.03539
    2    19   -0.00942   -0.02943
    2    20   -0.00858   -0.02393
    2    21   -0.00762   -0.01896
    2    22   -0.00659   -0.01458
    2    23   -0.00553   -0.01082
    2    24   -0.00447   -0.00768
    2    25   -0.00345   -0.00515
    2    26   -0.00250   -0.00319
    2    27   -0.00163   -0.00177
    2    28   -0.00089   -0.00081
    2    29   -0.00029   -0.00025
    2    30    0.00011   -0.00000
    2    31    0.00025    0.00004
    3     0    0.01242   -0.00503
    3     1    0.02603   -0.01908
    3     2    0.03491   -0.03784
    3     3    0.03752   -0.05711
    3     4    0.03493   -0.07414
    3     5    0.02902   -0.08762
    3     6    0.02154   -0.09717
    3     7    0.01375   -0.10298
    3     8    0.00644   -0.10547
    3     9    0.00001   -0.10515
    3    10   -0.00538   -0.10252
    3    11   -0.00970   -0.09804
    3    12   -0.01302   -0.09214
    3    13   -0.01542   -0.08520
    3    14   -0.01700   -0.07756
    3    15   -0.01786   -0.06950
    3    16   -0.01808   -0.06130
    3    17   -0.01778   -0.05317
    3    18   -0.01702   -0.04531
    3    19   -0.01590   -0.03789
    3    20   -0.01451   -0.03103
    3    21   -0.01292   -0.02482
    3    22   -0.01122   -0.01933
    3    23   -0.00946   -0.01459
    3    24   -0.00772   -0.01061
    3    25   -0.00604   -0.00736
    3    26   -0.00447   -0.00482
    3    27   -0.00305   -0.00291
    3    28   -0.00182   -0.00156
    3    29   -0.00083   -0.00070
    3    30   -0.00013   -0.00022
    3    31    0.00019   -0.00003
    4     0    0.02432   -0.00900
    4     1    0.04583   -0.03126
    4     2    0.05705   -0.05795
    4     3    0.05791   -0.08275
    4     4    0.05145   -0.10268
    4     5    0.04101   -0.11700
    4     6    0.02914   -0.12605
    4     7    0.01748   -0.13060
    4     8    0.00689   -0.13143
    4     9   -0.00222   -0.12928
    4    10   -0.00975   -0.12477
    4    11   -0.01573   -0.11843
    4    12   -0.02030   -0.11070
    4    13   -0.02357   -0.10199
    4    14   -0.02570   -0.09263
    4    15   -0.02681   -0.08291
    4    16   -0.02705   -0.07312
    4    17   -0.02653   -0.06348
    4    18   -0.02537   -0.05421
    4    19   -0.02371   -0.04547
    4    20   -0.02165   -0.03739
    4    21   -0.01932   -0.03009
    4    22   -0.01682   -0.02363
    4    23   -0.01425   -0.01803
    4    24   -0.01169   -0.01331
    4    25   -0.00924   -0.00943
    4    26   -0.00695   -0.00636
    4    27   -0.00489   -0.00401
    4    28   -0.00310   -0.00230
    4    29   -0.00164   -0.00115
    4    30   -0.00057   -0.00044
    4    31    0.00002   -0.00009
    5     0    0.04368   -0.01679
    5     1    0.07499   -0.05164
    5     2    0.08640   -0.08793
    5     3    0.08225   -0.11757
    5     4    0.06918   -0.13857
    5     5    0.05239   -0.15167
    5     6    0.03514   -0.15837
    5     7    0.01912   -0.16014
    5     8    0.00512   -0.15818
    5     9   -0.00665   -0.15338
    5    10   -0.01623   -0.14643
    5    11   -0.02376   -0.13786
    5    12   -0.02946   -0.12809
    5    13   -0.03350   -0.11749
    5    14   -0.03608   -0.10637
    5    15   -0.03737   -0.09502
    5    16   -0.03751   -0.08370
    5    17   -0.03669   -0.07264
    5    18   -0.03504   -0.06205
    5    19   -0.03272   -0.05211
    5    20   -0.02989   -0.04294
    5    21   -0.02669   -0.03466
    5    22   -0.02328   -0.02734
    5    23   -0.01978   -0.02099
    5    24   -0.01631   -0.01563
    5    25   -0.01299   -0.01121
    5    26   -0.00989   -0.00768
    5    27   -0.00710   -0.00496
    5    28   -0.00468   -0.00294
    5    29   -0.00269   -0.00154
    5    30   -0.00118   -0.00064
    5    31   -0.00025   -0.00015
    6     0    0.07596   -0.03438
    6     1    0.11697   -0.08817
    6     2    0.12298   -0.13399
    6     3    0.10855   -0.16525
    6     4    0.08554   -0.18354
    6     5    0.06081   -0.19217
    6     6    0.03762   -0.19408
    6     7    0.01729   -0.19137
    6     8    0.00013   -0.18545
    6     9   -0.01397   -0.17724
    6    10   -0.02527   -0.16737
    6    11   -0.03407   -0.15628
    6    12   -0.04066   -0.14430
    6    13   -0.04529   -0.13173
    6    14   -0.04817   -0.11884
    6    15   -0.04948   -0.10588
    6    16   -0.04943   -0.09308
    6    17   -0.04817   -0.08066
    6    18   -0.04591   -0.06883
    6    19   -0.04282   -0.05777
    6    20   -0.03910   -0.04761
    6    21   -0.03493   -0.03845
    6    22   -0.03049   -0.03037
    6    23   -0.02595   -0.02338
    6    24   -0.02147   -0.01747
    6    25   -0.01719   -0.01260
    6    26   -0.01321   -0.00870
    6    27   -0.00963   -0.00568
    6    28   -0.00652   -0.00342
    6    29   -0.00394   -0.00183
    6    30   -0.00195   -0.00078
    6    31   -0.00061   -0.00019
    7     0    0.13186   -0.07802
    7     1    0.17460   -0.15557
    7     2    0.16348   -0.20433
    7     3    0.13180   -0.22902
    7     4    0.09610   -0.23811
    7     5    0.06294   -0.23789
    7     6    0.03433   -0.23222
    7     7    0.01049   -0.22333
    7     8   -0.00901   -0.21246
    7     9   -0.02473   -0.20029
    7    10   -0.03719   -0.18719
    7    11   -0.04683   -0.17343
    7    12   -0.05400   -0.15919
    7    13   -0.05896   -0.14465
    7    14   -0.06194   -0.13002
    7    15   -0.06313   -0.11548
    7    16   -0.06273   -0.10125
    7    17   -0.06093   -0.08754
    7    18   -0.05793   -0.07454
    7    19   -0.05394   -0.06243
    7    20   -0.04920   -0.05135
    7    21   -0.04393   -0.04140
    7    22   -0.03835   -0.03265
    7    23   -0.03267   -0.02510
    7    24   -0.02709   -0.01875
    7    25   -0.02175   -0.01353
    7    26   -0.01682   -0.00936
    7    27   -0.01238   -0.00612
    7    28   -0.00853   -0.00371
    7    29   -0.00533   -0.00199
    7    30   -0.00282   -0.00086
    7    31   -0.00103   -0.00021
    8     0    0.23153   -0.19195
    8     1    0.24329   -0.27659
    8     2    0.19643   -0.30567
    8     3    0.14233   -0.30868
    8     4    0.09441   -0.29994
    8     5    0.05491   -0.28620
    8     6    0.02306   -0.27055
    8     7   -0.00247   -0.25430
    8     8   -0.02292   -0.23795
    8     9   -0.03924   -0.22162
    8    10   -0.05212   -0.20529
    8    11   -0.06208   -0.18892
    8    12   -0.06944   -0.17251
    8    13   -0.07446   -0.15611
    8    14   -0.07734   -0.13982
    8    15   -0.07825   -0.12380
    8    16   -0.07737   -0.10821
    8    17   -0.07488   -0.09327
    8    18   -0.07102   -0.07916
    8    19   -0.06601   -0.06607
    8    20   -0.06013   -0.05414
    8    21   -0.05363   -0.04347
    8    22   -0.04679   -0.03413
    8    23   -0.03985   -0.02613
    8    24   -0.03305   -0.01942
    8    25   -0.02658   -0.01395
    8    26   -0.02062   -0.00960
    8    27   -0.01527   -0.00626
    8    28   -0.01065   -0.00378
    8    29   -0.00679   -0.00203
    8    30   -0.00373   -0.00087
    8    31   -0.00147   -0.00022
    9     0    0.40844   -0.49352
    9     1    0.28832   -0.46697
    9     2    0.19557   -0.43172
    9     3    0.12607   -0.39555
    9     4    0.07362   -0.36198
    9     5    0.03355   -0.33203
    9     6    0.00243   -0.30553
    9     7   -0.02211   -0.28185
    9     8   -0.04169   -0.26027
    9     9   -0.05739   -0.24013
    9    10   -0.06989   -0.22093
    9    11   -0.07961   -0.20229
    9    12   -0.08681   -0.18399
    9    13   -0.09165   -0.16595
    9    14   -0.09425   -0.14818
    9    15   -0.09474   -0.13079
    9    16   -0.09326   -0.11394
    9    17   -0.08998   -0.09784
    9    18   -0.08512   -0.08269
    9    19   -0.07897   -0.06867
    9    20   -0.07180   -0.05595
    9    21   -0.06394   -0.04464
    9    22   -0.05570   -0.03479
    9    23   -0.04738   -0.02641
    9    24   -0.03926   -0.01945
    9    25   -0.03157   -0.01383
    9    26   -0.02451   -0.00941
